,Unnamed: 0,City,Country,Max Temp,% Humidity,% Cloudiness,Wind Speed,Lat,Lng
1707,1707,Busselton,AU,58.06,61,100,10.22,-33.65,115.3333
1708,1708,Sitka,US,60.69,67,75,8.05,57.0531,-135.33
1709,1709,Lebu,CL,50.92,88,100,4.12,-37.6167,-73.65
1710,1710,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1711,1711,Hilo,US,87.28,86,100,4.61,19.7297,-155.09
1712,1712,Busselton,AU,58.06,61,100,10.22,-33.65,115.3333
1713,1713,Kaitangata,NZ,56.82,64,0,5.1,-46.2817,169.8464
1714,1714,Atambua,ID,83.57,59,45,1.54,-9.1061,124.8925
1715,1715,Cape town,ZA,64.11,51,4,3.67,-33.9258,18.4232
1716,1716,Vila franca do campo,PT,70.2,96,96,5.19,37.7167,-25.4333
1717,1717,Barrow,US,30.22,80,100,21.85,71.2906,-156.7887
1718,1718,Paraiso,MX,80.22,75,99,11.14,18.4,-93.2333
1719,1719,Tutoia,BR,76.06,90,100,10.31,-2.7619,-42.2744
1720,1720,Birjand,IR,55.87,19,0,6.91,32.8663,59.2211
1721,1721,Bethel,US,64.9,72,0,0.0,41.3712,-73.414
1722,1722,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1723,1723,Nome,US,70.16,34,0,14.97,64.5011,-165.4064
1724,1724,Yar-sale,RU,41.04,52,100,3.71,66.8333,70.8333
1725,1725,Cidreira,BR,62.4,97,100,8.19,-30.1811,-50.2056
1726,1726,Puerto ayora,EC,70.56,96,100,4.0,-0.7393,-90.3518
1727,1727,Yellowknife,CA,73.56,25,79,17.0,62.456,-114.3525
1728,1728,Hermanus,ZA,62.02,49,11,7.2,-34.4187,19.2345
1729,1729,Puerto ayora,EC,70.56,96,100,4.0,-0.7393,-90.3518
1730,1730,Bowen,AU,77.68,68,100,4.52,-20.0167,148.2333
1731,1731,El tigre,VE,75.18,83,34,4.09,8.8875,-64.2454
1732,1732,Bluff,NZ,55.8,71,4,6.76,-46.6,168.3333
1733,1733,Hermanus,ZA,62.02,49,11,7.2,-34.4187,19.2345
1734,1734,Yellowknife,CA,73.56,25,79,17.0,62.456,-114.3525
1735,1735,Massape,BR,72.34,96,89,1.79,-3.5228,-40.3428
1736,1736,Rikitea,PF,73.31,79,62,19.06,-23.1203,-134.9692
1737,1737,Kodiak,US,56.71,72,0,11.5,57.79,-152.4072
1738,1738,Port elizabeth,ZA,55.38,82,7,6.13,-33.918,25.5701
1739,1739,Vyartsilya,RU,41.79,89,0,4.38,62.1764,30.693
1740,1740,Port alfred,ZA,54.18,91,8,11.41,-33.5906,26.891
1741,1741,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1742,1742,Tuktoyaktuk,CA,32.41,75,36,9.24,69.4541,-133.0374
1743,1743,Castro,CL,47.68,93,100,20.71,-42.4721,-73.7732
1744,1744,Punta arenas,CL,44.71,61,75,13.8,-53.15,-70.9167
1745,1745,Kohlu,PK,82.87,20,0,0.16,29.8962,69.252
1746,1746,Castro,CL,47.68,93,100,20.71,-42.4721,-73.7732
1747,1747,Vaini,TO,75.96,79,45,7.43,-21.2,-175.2
1748,1748,Gobabis,,47.34,48,99,10.07,-22.45,18.9667
1749,1749,Tasiilaq,GL,39.36,62,5,4.43,65.6145,-37.6368
1750,1750,Ushuaia,AR,47.86,49,75,17.27,-54.8,-68.3
1751,1751,Hasaki,JP,63.0,87,100,21.97,35.7333,140.8333
1752,1752,Senanga,ZM,49.32,64,6,6.13,-16.1167,23.2667
1753,1753,Lorengau,PG,85.41,59,28,7.07,-2.0226,147.2712
1754,1754,Lavrentiya,RU,43.07,60,53,5.97,65.5833,-171.0
1755,1755,Jamestown,SH,64.02,71,0,3.65,-15.9387,-5.7168
1756,1756,Oktyabrskiy,RU,58.08,83,100,2.57,54.4815,53.471
